maintenance_id,aircraft_id,aircraft_model,base_location,maintenance_type,supplier_name,event_date,downtime_hours,supplier_delay_days,maintenance_status,maintenance_cost,readiness_score
486,AC-7271,C-130,Hill AFB,Engine Repair,Boeing,02/01/2025,3.0,8,Awaiting Parts,29573.9,84
487,AC-9061,F-35A,Luke AFB,Landing Gear,GE Aerospace,07/20/2024,28.0,7,In Progress,23338.53,62
488,AC-8305,F-35A,Nellis AFB,Avionics,Raytheon,10/19/2024,8.0,4,In Progress,14793.75,87
489,AC-8833,C-130,Nellis AFB,Electrical,Raytheon,09/20/2024,,7,Awaiting Parts,45038.85,82
490,AC-5961,C-130,Fort Worth,Electrical,Raytheon,07/02/2024,21.0,0,Awaiting Parts,30335.23,79
491,AC-1644,C-130,Luke AFB,Hydraulics,GE Aerospace,04/13/2024,27.0,2,Completed,23391.79,68
492,AC-1584,F-22,Fort Worth,Electrical,L3Harris,04/07/2024,18.0,1,In Progress,32779.37,78
493,AC-1268,F-35A,Hill AFB,Engine Repair,Boeing,02/19/2025,,6,Awaiting Parts,14350.09,79
494,AC-4817,F-35A,Fort Worth,Electrical,Northrop,10/01/2024,,7,Completed,20526.0,76
495,AC-1818,F-16,Fort Worth,Software Update,L3Harris,2024-01-08,31.0,3,Completed,27696.22,63
496,AC-2033,F-22,Nellis AFB,Hydraulics,GE Aerospace,11/11/2024,25.0,0,Delayed,3870.29,73
497,AC-3841,F-16,Fort Worth,Engine Repair,Boeing,2024-04-19,5.0,10,Delayed,18377.7,80
498,AC-2637,B-2,Nellis AFB,Avionics,Raytheon,01/21/2024,38.0,N/A,Completed,27214.62,57
499,AC-8798,F-22,Luke AFB,Avionics,Boeing,05/25/2024,30.0,13,Completed,49738.04,58
500,AC-5934,F-16,Nellis AFB,Engine Repair,L3Harris,11/09/2024,27.0,9,Completed,32110.32,60
501,AC-4592,C-130,Luke AFB,Hydraulics,Raytheon,2024-10-03,24.0,2,Awaiting Parts,15181.61,77
502,AC-1885,F-16,Hill AFB,Avionics,GE Aerospace,04/17/2025,17.0,4,Awaiting Parts,19561.26,74
503,AC-3881,F-22,Fort Worth,Software Update,L3Harris,2025-04-18,23.0,8,In Progress,26060.88,72
504,AC-4769,F-35A,Hill AFB,Avionics,Raytheon,04/04/2025,29.0,0,Delayed,22676.09,71
505,AC-3374,F-22,Eglin AFB,Software Update,Northrop,01/28/2024,12.0,0,In Progress,24007.83,89
506,AC-1977,F-16,Luke AFB,Engine Repair,GE Aerospace,03/06/2024,17.0,11,In Progress,32569.74,67
507,AC-3784,B-2,Eglin AFB,Avionics,Raytheon,11/22/2024,9.0,12,Delayed,39652.4,83
508,AC-8014,F-22,Luke AFB,Hydraulics,GE Aerospace,05/22/2024,22.0,4,Delayed,13486.73,69
509,AC-1656,C-130,Eglin AFB,Engine Repair,GE Aerospace,08/01/2024,15.0,9,Completed,47615.04,71
510,AC-7662,F-22,Luke AFB,Hydraulics,Boeing,10/12/2024,30.0,N/A,In Progress,11564.59,62
511,AC-1399,C-130,Nellis AFB,Avionics,GE Aerospace,2024-10-19,19.0,0,Completed,28878.01,85
512,AC-9698,F-35A,Hill AFB,Software Update,Boeing,04/02/2025,16.0,3,Delayed,5863.56,81
513,AC-1898,B-2,Hill AFB,Engine Repair,Raytheon,03/26/2025,22.0,N/A,In Progress,10961.0,76
514,AC-4354,F-22,Hill AFB,Avionics,L3Harris,2024-02-04,4.0,4,Delayed,46267.02,95
515,AC-5380,B-2,Nellis AFB,Hydraulics,Raytheon,2024-06-13,31.0,3,Completed,17773.46,66
516,AC-5788,C-130,Eglin AFB,Hydraulics,Raytheon,2025-02-26,21.0,1,Awaiting Parts,28621.5,81
517,AC-2791,F-22,Hill AFB,Engine Repair,Northrop,05/04/2025,24.0,9,Completed,23798.15,63
518,AC-8764,F-16,Nellis AFB,Software Update,Raytheon,10/04/2024,16.0,1,Delayed,15077.44,80
519,AC-6616,F-16,Nellis AFB,Landing Gear,L3Harris,06/20/2024,16.0,6,Delayed,35963.02,79
520,AC-4715,C-130,Hill AFB,Hydraulics,Raytheon,2025-02-08,11.0,10,Delayed,21746.52,78
521,AC-3514,F-22,Luke AFB,Engine Repair,Raytheon,05/13/2025,17.0,2,In Progress,4090.88,78
522,AC-6192,F-16,Luke AFB,Hydraulics,GE Aerospace,01/18/2024,25.0,7,Completed,21624.07,73
523,AC-6246,F-22,Fort Worth,Electrical,L3Harris,03/15/2024,18.0,7,Awaiting Parts,6249.45,77
524,AC-3409,B-2,Nellis AFB,Hydraulics,Raytheon,01/21/2025,13.0,8,Completed,9948.53,83
525,AC-8306,F-16,Fort Worth,Hydraulics,Raytheon,03/06/2025,20.0,0,In Progress,30597.16,78
526,AC-2431,B-2,Nellis AFB,Avionics,GE Aerospace,03/10/2025,17.0,0,In Progress,38976.87,85
527,AC-7326,F-16,Fort Worth,Hydraulics,Boeing,08/06/2024,12.0,1,Completed,27406.83,87
528,AC-8249,F-16,Luke AFB,Electrical,GE Aerospace,01/14/2025,27.0,0,Completed,25740.16,74
529,AC-6495,F-35A,Eglin AFB,Software Update,Raytheon,2025-03-20,21.0,7,Delayed,27117.3,75
530,AC-4264,F-22,Nellis AFB,Hydraulics,L3Harris,01/21/2025,15.0,1,In Progress,26033.73,81
531,AC-1040,F-22,Hill AFB,Hydraulics,GE Aerospace,2024-04-24,9.0,0,Delayed,30238.72,86
532,AC-2955,F-16,Nellis AFB,Engine Repair,L3Harris,05/05/2024,25.0,0,In Progress,12883.23,70
533,AC-7114,B-2,Eglin AFB,Engine Repair,Boeing,2024-12-21,22.0,13,Delayed,25249.52,61
534,AC-6832,F-35A,Hill AFB,Hydraulics,L3Harris,07/03/2024,12.0,4,Delayed,41498.52,85
535,AC-6285,F-16,Hill AFB,Hydraulics,Boeing,2024-03-26,12.0,1,Completed,19207.08,90
536,AC-7750,F-16,Luke AFB,Engine Repair,Northrop,2025-02-02,10.0,5,Completed,44496.14,87
537,AC-1284,C-130,Hill AFB,Hydraulics,Boeing,2024-02-29,20.0,3,In Progress,21498.26,74
538,AC-4643,F-22,Luke AFB,Electrical,Northrop,01/16/2025,5.0,8,Awaiting Parts,24065.95,83
539,AC-8934,C-130,Fort Worth,Avionics,Raytheon,2024-02-09,16.0,17,Awaiting Parts,28585.03,62
540,AC-1168,F-35A,Fort Worth,Landing Gear,Northrop,02/03/2024,11.0,3,Completed,38781.35,85
541,AC-6698,F-16,Luke AFB,Landing Gear,L3Harris,04/27/2025,18.0,0,Completed,36030.75,81
542,AC-3814,B-2,Fort Worth,Electrical,Raytheon,05/08/2025,12.0,12,Awaiting Parts,37960.58,75
543,AC-2758,F-22,Hill AFB,Software Update,GE Aerospace,08/13/2024,14.0,10,In Progress,25814.27,81
544,AC-6918,F-16,Eglin AFB,Electrical,Raytheon,2024-03-10,24.0,6,Awaiting Parts,14843.72,72
545,AC-4700,B-2,Nellis AFB,Hydraulics,GE Aerospace,2025-05-14,12.0,9,Awaiting Parts,20982.7,81
546,AC-9055,F-35A,Nellis AFB,Software Update,L3Harris,01/07/2024,14.0,1,Awaiting Parts,30083.19,90
547,AC-2060,F-16,Luke AFB,Hydraulics,Northrop,01/14/2025,34.0,0,Awaiting Parts,25290.63,63
548,AC-5472,C-130,Hill AFB,Software Update,L3Harris,12/31/2024,29.0,4,Delayed,30428.46,71
549,AC-9147,F-22,Luke AFB,Engine Repair,Raytheon,05/08/2024,9.0,6,Completed,22754.27,87
550,AC-3502,F-16,Eglin AFB,Landing Gear,Raytheon,12/13/2024,25.0,9,Awaiting Parts,56074.76,66
551,AC-9032,B-2,Hill AFB,Landing Gear,Boeing,12/04/2024,22.0,N/A,Completed,27332.61,74
552,AC-8374,F-16,Nellis AFB,Software Update,GE Aerospace,2024-03-01,15.0,6,In Progress,21455.18,80
553,AC-6119,C-130,Nellis AFB,Engine Repair,L3Harris,08/08/2024,19.0,10,Awaiting Parts,12921.49,68
554,AC-7412,F-16,Nellis AFB,Landing Gear,GE Aerospace,09/16/2024,27.0,10,In Progress,23583.18,58
555,AC-6715,B-2,Fort Worth,Electrical,Boeing,03/06/2024,1.0,2,Awaiting Parts,40563.93,97
556,AC-6113,B-2,Fort Worth,Electrical,Raytheon,05/06/2024,17.0,1,In Progress,18942.7,80
557,AC-9433,C-130,Hill AFB,Engine Repair,GE Aerospace,08/04/2024,24.0,7,Awaiting Parts,22132.81,73
558,AC-4373,F-16,Nellis AFB,Landing Gear,Boeing,2024-09-07,15.0,3,Delayed,13931.08,78
559,AC-9779,F-22,Hill AFB,Hydraulics,Raytheon,02/07/2025,30.0,3,Completed,39605.9,63
560,AC-5478,F-35A,Eglin AFB,Landing Gear,GE Aerospace,10/30/2024,30.0,N/A,In Progress,19820.56,62
561,AC-6133,F-22,Nellis AFB,Software Update,Boeing,12/05/2024,21.0,4,Delayed,14155.58,78
562,AC-9178,F-22,Nellis AFB,Hydraulics,L3Harris,09/21/2024,20.0,0,Completed,39252.15,77
563,AC-3465,F-16,Nellis AFB,Software Update,Boeing,03/16/2024,14.0,5,Awaiting Parts,28399.45,79
564,AC-4868,C-130,Luke AFB,Engine Repair,Northrop,2024-03-23,15.0,7,Awaiting Parts,19301.16,77
565,AC-1606,F-22,Luke AFB,Hydraulics,Northrop,2024-08-04,24.0,0,Delayed,26516.55,81
566,AC-1326,F-35A,Fort Worth,Hydraulics,L3Harris,01/04/2025,33.0,0,In Progress,16867.06,69
567,AC-4867,F-35A,Eglin AFB,Electrical,L3Harris,07/22/2024,22.0,5,In Progress,29207.56,70
568,AC-6134,F-16,Eglin AFB,Electrical,GE Aerospace,11/03/2024,21.0,7,Delayed,38316.4,68
569,AC-8200,C-130,Hill AFB,Landing Gear,Raytheon,05/11/2025,21.0,4,In Progress,33070.88,74
570,AC-3374,F-16,Nellis AFB,Electrical,Boeing,05/06/2024,,4,Completed,13305.65,62
571,AC-4926,F-16,Eglin AFB,Software Update,Boeing,04/26/2025,26.0,4,Completed,1072.03,65
572,AC-1128,C-130,Hill AFB,Hydraulics,Raytheon,08/14/2024,24.0,2,Delayed,23913.6,75
573,AC-7656,F-35A,Hill AFB,Engine Repair,GE Aerospace,03/26/2025,20.0,5,Awaiting Parts,33513.42,80
574,AC-5275,B-2,Fort Worth,Hydraulics,GE Aerospace,02/26/2025,14.0,7,Awaiting Parts,21885.44,76
575,AC-4010,C-130,Luke AFB,Engine Repair,GE Aerospace,11/24/2024,23.0,7,Completed,13774.74,75
576,AC-3131,B-2,Nellis AFB,Hydraulics,GE Aerospace,05/11/2025,26.0,2,In Progress,34696.69,77
577,AC-3980,C-130,Nellis AFB,Landing Gear,Northrop,2024-07-31,,12,Delayed,22318.41,68
578,AC-3764,F-35A,Nellis AFB,Landing Gear,GE Aerospace,04/11/2024,15.0,4,Delayed,21361.84,80
579,AC-8129,C-130,Nellis AFB,Engine Repair,Northrop,01/02/2025,24.0,0,In Progress,12355.81,79
580,AC-4385,B-2,Luke AFB,Hydraulics,Northrop,03/07/2024,9.0,8,In Progress,45527.36,84
581,AC-7056,B-2,Nellis AFB,Engine Repair,Raytheon,08/18/2024,17.0,4,Awaiting Parts,25840.63,77
582,AC-5198,F-35A,Fort Worth,Landing Gear,Raytheon,2024-12-28,27.0,1,In Progress,27860.43,73
583,AC-1745,F-35A,Hill AFB,Landing Gear,L3Harris,05/10/2025,25.0,7,Delayed,27274.98,72
584,AC-5264,F-22,Eglin AFB,Software Update,Boeing,10/24/2024,26.0,0,Awaiting Parts,33134.5,71
585,AC-9179,F-16,Hill AFB,Software Update,Boeing,01/23/2024,12.0,0,In Progress,31134.43,85
586,AC-9049,F-22,Eglin AFB,Electrical,GE Aerospace,2024-03-25,28.0,4,Completed,36434.49,68
587,AC-2900,C-130,Fort Worth,Software Update,Boeing,08/27/2024,30.0,10,Completed,44679.57,61
588,AC-2533,F-22,Hill AFB,Avionics,Northrop,03/04/2024,23.0,5,Delayed,5776.41,72
589,AC-3958,C-130,Fort Worth,Avionics,GE Aerospace,09/26/2024,16.0,N/A,Completed,51051.31,87
590,AC-6300,F-22,Fort Worth,Engine Repair,GE Aerospace ,05/02/2025,16.0,5,In Progress,31617.82,75
591,AC-8423,F-16,Eglin AFB,Avionics,Northrop,05/11/2025,18.0,11,Completed,17528.21,66
592,AC-2516,C-130,Hill AFB,Avionics,Northrop,11/04/2024,19.0,2,Delayed,9159.73,80
593,AC-3525,F-35A,Hill AFB,Software Update,GE Aerospace,05/25/2024,13.0,4,Delayed,19848.37,88
594,AC-4274,C-130,Nellis AFB,Software Update,GE Aerospace,07/07/2024,12.0,0,Awaiting Parts,24002.73,91
595,AC-7979,F-35A,Fort Worth,Landing Gear,Boeing,08/10/2024,5.0,8,Delayed,25989.28,92
596,AC-2375,F-16,Nellis AFB,Software Update,Raytheon,11/27/2024,6.0,3,Delayed,15974.12,94
597,AC-8007,F-16,Eglin AFB,Engine Repair,L3Harris,2024-05-07,,10,Awaiting Parts,2497.93,73
598,AC-5151,F-16,Hill AFB,Landing Gear,Raytheon,01/03/2025,,4,Awaiting Parts,33056.08,82
599,AC-2364,C-130,Hill AFB,Hydraulics,L3Harris,07/20/2024,19.0,1,In Progress,21171.35,75
600,AC-4458,F-22,Fort Worth,electrical,L3Harris,02/18/2025,11.0,9,Completed,25255.74,77
601,AC-8817,C-130,Nellis AFB,Electrical,L3Harris,03/28/2024,33.0,4,In Progress,16499.12,68
602,AC-5958,F-35A,Luke AFB,Avionics,Raytheon,2024-12-11,5.0,0,Delayed,5990.37,96
603,AC-4961,C-130,Eglin AFB,Avionics,Raytheon,11/28/2024,20.0,7,Completed,6025.71,70
604,AC-8947,C-130,Fort Worth,Software Update,L3Harris ,01/13/2025,25.0,3,Awaiting Parts,26761.52,74
605,AC-7810,C-130,Eglin AFB,Landing Gear,L3Harris,11/18/2024,,8,Awaiting Parts,21777.63,63
606,AC-6174,B-2,Fort Worth,Hydraulics,GE Aerospace,01/10/2024,10.0,0,In Progress,16370.16,91
607,AC-4149,C-130,Hill AFB,Software Update,Northrop,03/23/2024,16.0,1,Awaiting Parts,23424.92,82
608,AC-7829,F-16,Nellis AFB,Avionics,L3Harris,12/30/2024,18.0,4,Awaiting Parts,17199.97,79
609,AC-2653,C-130,Nellis AFB,Hydraulics,Northrop,11/06/2024,,N/A,In Progress,11915.21,77
610,AC-1523,F-35A,Hill AFB,Software Update,Raytheon,02/27/2025,29.0,4,In Progress,25226.2,70
611,AC-5382,F-22,Eglin AFB,Landing Gear,Raytheon,01/28/2025,23.0,5,Awaiting Parts,36437.64,67
612,AC-2669,B-2,Fort Worth,Landing Gear,Raytheon,2025-05-14,20.0,2,In Progress,29338.04,74
613,AC-9165,F-35A,Luke AFB,Electrical,Boeing,08/14/2024,8.0,5,Awaiting Parts,24601.24,90
614,AC-8760,F-16,Hill AFB,Landing Gear,Northrop,2024-01-04,16.0,4,In Progress,2417.81,78
615,AC-7909,F-22,Luke AFB,Software Update,GE Aerospace,01/20/2025,13.0,5,In Progress,26918.28,85
616,AC-9476,F-35A,Fort Worth,Hydraulics,Boeing,01/29/2025,9.0,10,Awaiting Parts,14605.9,76
617,AC-1947,B-2,Hill AFB,Software Update,GE Aerospace ,11/24/2024,25.0,6,In Progress,17245.27,66
618,AC-3406,C-130,Nellis AFB,Electrical,Northrop,05/23/2024,32.0,0,Awaiting Parts,36029.85,71
619,AC-7627,F-22,Hill AFB,Engine Repair,Raytheon,02/04/2025,26.0,2,Delayed,41709.58,77
620,AC-9383,B-2,Hill AFB,Landing Gear,Boeing,04/19/2024,15.0,N/A,In Progress,28123.86,75
621,AC-9278,F-35A,Fort Worth,Hydraulics,Boeing,01/06/2025,16.0,N/A,Completed,34521.86,77
622,AC-6553,F-22,Eglin AFB,Landing Gear,L3Harris,01/03/2024,4.0,10,Delayed,5050.1,88
623,AC-6371,B-2,Eglin AFB,Avionics,Boeing,05/06/2024,26.0,9,Awaiting Parts,11908.4,61
624,AC-8802,F-22,Nellis AFB,Engine Repair,Boeing,03/30/2025,14.0,0,Awaiting Parts,22420.95,83
625,AC-8210,C-130,Nellis AFB,Avionics,Northrop,11/21/2024,15.0,8,Completed,40723.7,78
626,AC-7051,F-35A,Eglin AFB,Software Update,Raytheon,2024-01-17,29.0,N/A,Delayed,22489.34,66
627,AC-5816,C-130,Fort Worth,Avionics,Northrop,07/10/2024,4.0,1,In Progress,36578.22,94
628,AC-1034,F-35A,Eglin AFB,Hydraulics,Raytheon,02/23/2025,30.0,0,Awaiting Parts,17890.43,72
629,AC-3175,F-22,Eglin AFB,Electrical,GE Aerospace,08/31/2024,17.0,6,In Progress,15284.76,81
630,AC-7344,F-22,Nellis AFB,Hydraulics,L3Harris,2024-11-15,21.0,3,In Progress,24826.57,77
631,AC-6060,B-2,Fort Worth,Electrical,L3Harris,2024-12-28,22.0,5,Completed,19763.37,68
632,AC-9235,F-35A,Fort Worth,Electrical,L3Harris,2025-01-19,,4,Delayed,20559.87,81
633,AC-2386,B-2,Eglin AFB,Hydraulics,GE Aerospace,10/23/2024,15.0,11,In Progress,31731.03,76
634,AC-6199,C-130,Hill AFB,Engine Repair,Raytheon,03/16/2025,15.0,7,Delayed,20994.17,81
635,AC-3772,F-35A,Eglin AFB,Hydraulics,Northrop,2024-06-06,27.0,6,In Progress,23712.37,68
636,AC-2981,F-35A,Luke AFB,Avionics,L3Harris,05/12/2024,21.0,0,Awaiting Parts,11478.79,80
637,AC-7669,F-35A,Nellis AFB,Engine Repair,GE Aerospace,06/11/2024,8.0,N/A,Completed,45790.18,89
638,AC-5990,B-2,Nellis AFB,Software Update,Raytheon,02/06/2025,35.0,7,Delayed,31010.13,55
639,AC-9806,C-130,Eglin AFB,Software Update,Raytheon,2025-02-04,3.0,2,In Progress,15546.59,93
640,AC-5477,B-2,Hill AFB,Electrical,GE Aerospace,01/31/2024,13.0,4,In Progress,19334.91,85
641,AC-5925,F-35A,Nellis AFB,Electrical,Raytheon,10/15/2024,2.0,7,Awaiting Parts,12127.08,87
642,AC-6613,F-16,Nellis AFB,hydraulics,Northrop,02/14/2025,19.0,13,In Progress,13967.38,68
643,AC-8807,F-35A,Fort Worth,Electrical,Northrop,11/26/2024,2.0,3,Awaiting Parts,38211.52,90
644,AC-2270,B-2,Fort Worth,Electrical,GE Aerospace,11/28/2024,33.0,0,In Progress,30960.39,72
645,AC-3044,C-130,Hill AFB,Avionics,GE Aerospace,2025-02-19,14.0,4,In Progress,56732.12,77
646,AC-4623,F-22,Nellis AFB,hydraulics,Raytheon,11/16/2024,5.0,6,Delayed,30612.32,88
647,AC-2817,F-16,Eglin AFB,Landing Gear,GE Aerospace,2024-11-22,26.0,5,Delayed,28696.61,70
648,AC-5253,B-2,Luke AFB,Landing Gear,Boeing,2024-02-03,14.0,6,In Progress,20881.69,77
649,AC-1849,F-16,Nellis AFB,Software Update,Boeing,2024-01-02,22.0,3,Completed,29525.2,76
650,AC-9723,C-130,Hill AFB,Engine Repair,GE Aerospace,2024-05-22,17.0,9,Completed,24383.28,75
651,AC-2219,F-22,Luke AFB,Avionics,Boeing ,12/19/2024,3.0,10,Awaiting Parts,14131.21,88
652,AC-6477,F-16,Luke AFB,Engine Repair,GE Aerospace,02/12/2025,12.0,N/A,In Progress,41493.26,91
653,AC-8184,F-35A,Nellis AFB,Landing Gear,Raytheon,2024-02-07,0.0,N/A,In Progress,37672.68,87
654,AC-2015,C-130,Fort Worth,Hydraulics,L3Harris,02/04/2025,19.0,4,Completed,28426.65,74
655,AC-7735,F-22,Eglin AFB,Electrical,L3Harris,2024-02-19,22.0,7,Completed,31667.25,75
656,AC-8439,B-2,Hill AFB,Landing Gear,Northrop,2025-02-04,,4,Delayed,23184.72,73
657,AC-6822,C-130,Nellis AFB,Electrical,L3Harris,09/17/2024,16.0,9,Completed,32122.68,74
658,AC-6861,F-16,Eglin AFB,Landing Gear,Northrop,2024-09-19,5.0,7,In Progress,27336.83,93
659,AC-3369,F-35A,Luke AFB,Landing Gear,L3Harris,12/02/2024,17.0,3,Delayed,38489.35,85
660,AC-4102,C-130,Nellis AFB,Landing Gear,Boeing,02/05/2024,25.0,1,In Progress,29884.63,74
661,AC-9125,F-22,Fort Worth,Electrical,Northrop,08/20/2024,10.0,0,Awaiting Parts,17479.39,85
662,AC-4363,C-130,Luke AFB,Engine Repair,Boeing,2024-06-18,24.0,8,Delayed,31157.03,69
663,AC-1719,F-35A,Luke AFB,Avionics,Boeing,2024-10-26,23.0,7,In Progress,17302.22,70
664,AC-3884,F-16,Fort Worth,Engine Repair,Northrop,04/10/2024,21.0,8,Delayed,34051.5,66
665,AC-3807,B-2,Eglin AFB,Software Update,Raytheon,2025-02-18,27.0,7,Delayed,29217.38,66
666,AC-8037,F-22,Fort Worth,Landing Gear,L3Harris,2024-07-10,26.0,4,In Progress,14417.5,70
667,AC-9327,B-2,Nellis AFB,Avionics,Raytheon,05/23/2024,16.0,2,Delayed,16897.86,79
668,AC-7131,C-130,Eglin AFB,Software Update,Northrop,11/26/2024,16.0,1,Awaiting Parts,21304.46,86
669,AC-1599,F-22,Luke AFB,Avionics,GE Aerospace,11/22/2024,2.0,5,Awaiting Parts,25014.47,97
670,AC-2388,F-22,Fort Worth,Hydraulics,GE Aerospace,07/10/2024,11.0,N/A,In Progress,36250.84,81
671,AC-9151,F-16,Hill AFB,Software Update,Raytheon,2024-07-28,5.0,1,In Progress,15770.29,94
672,AC-9956,F-35A,Hill AFB,Avionics,Raytheon,2024-09-13,10.0,8,In Progress,22674.09,85
673,AC-5496,F-22,Eglin AFB,Avionics,L3Harris,06/03/2024,,0,In Progress,32625.02,90
674,AC-1194,C-130,Eglin AFB,Avionics,GE Aerospace,07/26/2024,8.0,5,Delayed,28328.52,91
675,AC-8559,F-16,Fort Worth,Hydraulics,Northrop,01/22/2025,28.0,0,Awaiting Parts,11234.15,74
676,AC-3102,F-16,Fort Worth,Software Update,Boeing,07/10/2024,19.0,12,Awaiting Parts,39867.36,66
677,AC-1380,B-2,Fort Worth,Avionics,Northrop,06/02/2024,19.0,3,Awaiting Parts,34685.47,78
678,AC-9757,C-130,Luke AFB,Software Update,Raytheon,07/19/2024,10.0,6,In Progress,31065.64,80
679,AC-1525,B-2,Nellis AFB,Engine Repair,Northrop,2024-10-10,26.0,16,Delayed,29708.99,55
680,AC-1941,F-16,Eglin AFB,Engine Repair,Northrop,02/05/2024,13.0,4,Completed,3771.09,85
681,AC-7373,F-22,Luke AFB,Avionics,Boeing,01/15/2025,12.0,3,In Progress,18710.94,81
682,AC-5512,F-22,Fort Worth,Avionics,GE Aerospace,2024-12-16,19.0,1,In Progress,38452.37,82
683,AC-1640,F-35A,Hill AFB,Electrical,GE Aerospace,08/23/2024,18.0,4,Awaiting Parts,21065.26,80
684,AC-5081,F-22,Eglin AFB,Electrical,GE Aerospace,03/30/2024,19.0,8,Completed,14594.44,74
685,AC-5485,B-2,Hill AFB,Electrical,Raytheon,05/02/2024,12.0,3,Awaiting Parts,8849.55,82
686,AC-2253,F-35A,Eglin AFB,hydraulics,GE Aerospace,03/03/2024,11.0,3,Awaiting Parts,35492.67,86
687,AC-7244,F-16,Nellis AFB,Avionics,GE Aerospace,2024-12-11,20.0,5,Delayed,35210.78,77
688,AC-2117,F-35A,Eglin AFB,Electrical,Northrop,09/05/2024,16.0,6,In Progress,23761.34,80
689,AC-2646,F-22,Hill AFB,Engine Repair,L3Harris,01/10/2024,20.0,2,Completed,4265.81,82
690,AC-4549,F-35A,Eglin AFB,Avionics,GE Aerospace,07/02/2024,16.0,10,Completed,36114.58,71
691,AC-1076,F-35A,Nellis AFB,avionics,Northrop ,01/27/2024,25.0,9,Awaiting Parts,26063.89,70
692,AC-2035,F-22,Fort Worth,Electrical,Northrop,02/24/2025,,2,In Progress,21207.13,77
693,AC-9875,C-130,Nellis AFB,Engine Repair,Northrop ,11/15/2024,22.0,9,Awaiting Parts,23326.64,67
694,AC-4606,F-35A,Hill AFB,Electrical,L3Harris,04/18/2024,14.0,5,In Progress,32214.48,83
695,AC-3809,F-16,Fort Worth,Landing Gear,Boeing,02/22/2024,6.0,0,Delayed,18393.56,97
696,AC-8899,F-35A,Hill AFB,Engine Repair,L3Harris,03/28/2025,8.0,2,Delayed,23226.64,90
697,AC-1347,B-2,Fort Worth,Hydraulics,Northrop,01/07/2024,14.0,10,Completed,28920.94,74
698,AC-7156,F-22,Fort Worth,Avionics,L3Harris,04/13/2024,20.0,7,Delayed,11334.0,70
699,AC-9533,C-130,Hill AFB,Engine Repair,Northrop,01/24/2025,26.0,4,Completed,33045.77,65
700,AC-4644,B-2,Nellis AFB,Landing Gear,Boeing,2024-05-07,9.0,N/A,Awaiting Parts,34814.68,96
701,AC-4345,F-22,Fort Worth,Avionics,L3Harris,11/20/2024,21.0,1,Completed,14564.04,75
702,AC-5012,C-130,Luke AFB,Landing Gear,Northrop,03/25/2024,27.0,0,Delayed,44712.08,71
703,AC-7524,C-130,Luke AFB,Software Update,GE Aerospace,02/10/2024,10.0,7,Delayed,21056.58,83
704,AC-8002,F-35A,Hill AFB,Landing Gear,L3Harris,2024-01-11,22.0,2,Awaiting Parts,23046.49,77
705,AC-8878,F-35A,Hill AFB,Avionics,GE Aerospace,2024-10-14,18.0,N/A,In Progress,33889.89,86
706,AC-7113,C-130,Nellis AFB,Hydraulics,L3Harris,2025-04-26,13.0,4,Completed,13067.81,84
707,AC-5182,F-16,Eglin AFB,Electrical,GE Aerospace,04/09/2024,2.0,N/A,Awaiting Parts,53951.39,95
708,AC-1565,F-16,Fort Worth,Electrical,Northrop,05/04/2024,24.0,4,In Progress,21845.31,74
709,AC-1202,F-35A,Fort Worth,Electrical,GE Aerospace,12/05/2024,18.0,7,Delayed,10830.25,72
710,AC-5951,B-2,Eglin AFB,Electrical,GE Aerospace,08/06/2024,26.0,7,Completed,33618.23,66
711,AC-3338,F-16,Luke AFB,electrical,GE Aerospace,02/12/2025,,5,Awaiting Parts,33074.33,74
712,AC-9600,C-130,Hill AFB,Electrical,GE Aerospace,2024-12-22,22.0,3,Delayed,18116.78,76
713,AC-4482,F-22,Luke AFB,Engine Repair,Northrop,02/26/2024,18.0,11,Awaiting Parts,10130.72,73
714,AC-3721,F-35A,Hill AFB,Engine Repair,GE Aerospace,2024-02-25,6.0,N/A,Delayed,25610.65,94
715,AC-2000,F-16,Fort Worth,Electrical,L3Harris,02/21/2024,,5,Completed,22321.57,71
716,AC-8961,C-130,Hill AFB,Landing Gear,GE Aerospace,05/07/2025,29.0,0,In Progress,15058.04,70
717,AC-7200,B-2,Fort Worth,Hydraulics,Boeing,12/06/2024,,0,Awaiting Parts,22889.75,84
718,AC-3013,B-2,Hill AFB,Electrical,Northrop,03/12/2024,31.0,5,Awaiting Parts,27768.41,59
719,AC-6278,F-35A,Hill AFB,Engine Repair,Boeing,01/02/2024,7.0,2,Completed,20497.64,96
720,AC-2645,C-130,Hill AFB,Landing Gear,Northrop,04/27/2025,15.0,10,Completed,31692.29,77
721,AC-9990,C-130,Luke AFB,Software Update,Raytheon,06/03/2024,9.0,5,Delayed,30978.66,91
722,AC-8125,F-35A,Luke AFB,Hydraulics,GE Aerospace,02/15/2024,27.0,11,Awaiting Parts,12818.87,58
723,AC-9757,C-130,Fort Worth,Electrical,Boeing,12/06/2024,11.0,0,Completed,22191.76,86
724,AC-8159,F-22,Luke AFB,Hydraulics,Raytheon,01/02/2025,21.0,8,Delayed,24088.59,72
725,AC-6134,C-130,Eglin AFB,Electrical,Raytheon,07/07/2024,15.0,5,Awaiting Parts,14978.29,77
726,AC-3069,B-2,Eglin AFB,Landing Gear,Northrop,2024-07-05,,0,In Progress,27216.89,71
727,AC-9189,C-130,Luke AFB,Landing Gear,Boeing,2025-03-04,34.0,5,Completed,22719.53,59
